			DocID: 0 <TEXT> Freq=(22) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(9) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(1046) Rank: 0.0  TF-IDF=(0.0)
recruitment			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
rectify			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
redirected			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
refer			DocID: 2 <TEXT> Freq=(11) Rank: 1.9014256706551391  TF-IDF=(12.084735175349207)
refers			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
refine			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
refund			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
regarding			DocID: 2 <TEXT> Freq=(7) Rank: 1.7656015886501544  TF-IDF=(7.690286020676768)
regardless			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
register			DocID: 2 <TEXT> Freq=(27) Rank: 2.06626644986457  TF-IDF=(29.662531794038966)
register  jmsb			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
register:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
registered			DocID: 2 <TEXT> Freq=(9) Rank: 1.8461941534105861  TF-IDF=(9.887510598012987)
registering			DocID: 2 <TEXT> Freq=(9) Rank: 1.8461941534105861  TF-IDF=(9.887510598012987)
registers			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
registration			DocID: 2 <TITLE> Freq=(39) Rank: 10.0  TF-IDF=(0.0), DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0)
registrations			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
regulations			DocID: 2 <TEXT> Freq=(4) Rank: 0.5679542730139937  TF-IDF=(1.6218604324326575), DocID: 1 <TEXT> Freq=(1) Rank: 0.504281646473262  TF-IDF=(0.4054651081081644)
related			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
relates			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
relations			DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0)
relevant			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
remain			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
remember			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
remove			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
replace			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
require			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
required			DocID: 2 <TEXT> Freq=(8) Rank: 1.8100473204482104  TF-IDF=(8.788898309344878)
required;			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
required”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
requirements			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
requires			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
requisites			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
research			DocID: 0 <TITLE> Freq=(26) Rank: 10.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
researchers			DocID: 0 <TEXT> Freq=(3) Rank: 1.7908876065351076  TF-IDF=(3.295836866004329)
reserve			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
reserved			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
reserved  			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
residence			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
resolve			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
resources			DocID: 0 <TEXT> Freq=(10) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(8) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(9) Rank: 0.0  TF-IDF=(0.0)
responsible			DocID: 2 <TEXT> Freq=(5) Rank: 0.6041586241692053  TF-IDF=(2.027325540540822), DocID: 1 <TEXT> Freq=(1) Rank: 0.504281646473262  TF-IDF=(0.4054651081081644)
restrictions			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
result			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
resulting			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
results			DocID: 2 <TEXT> Freq=(12) Rank: 1.9229991384045582  TF-IDF=(13.183347464017316)
retrieve			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
return			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
returned			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
returning			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
revolutionize			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
rhythm			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
right			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
right-click			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
risk			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
roadkill			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
room			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
round			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
rules			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
run			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
safety			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
saguenay			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
satisfied			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
satisfy			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
scenario			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
scenarios			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
schedule			DocID: 2 <TEXT> Freq=(34) Rank: 2.0919364348926788  TF-IDF=(37.352817814715735)
scheduled			DocID: 2 <TEXT> Freq=(7) Rank: 1.7656015886501544  TF-IDF=(7.690286020676768)
schedules			DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0)
schedule’			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
schedule”			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
scholars			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
school			DocID: 0 <TEXT> Freq=(12) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(12) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(17) Rank: 0.0  TF-IDF=(0.0)
schools			DocID: 0 <TEXT> Freq=(8) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(8) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(8) Rank: 0.0  TF-IDF=(0.0)
school’s			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
science			DocID: 0 <TEXT> Freq=(8) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(8) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(16) Rank: 0.0  TF-IDF=(0.0)
sciences			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
screen			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
screenshots			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
search			DocID: 0 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(66) Rank: 0.0  TF-IDF=(0.0)
searching			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
seat			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
seats			DocID: 2 <TEXT> Freq=(10) Rank: 1.8761679687510653  TF-IDF=(10.986122886681098)
seats’			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
second			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
section			DocID: 2 <TEXT> Freq=(18) Rank: 2.0064719676752114  TF-IDF=(19.775021196025975)
section  			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
sections			DocID: 2 <TEXT> Freq=(7) Rank: 1.7656015886501544  TF-IDF=(7.690286020676768)
sections”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
sector			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
security			DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0)
see			DocID: 0 <TEXT> Freq=(5) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(23) Rank: 0.0  TF-IDF=(0.0)
seeing			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
select			DocID: 2 <TEXT> Freq=(43) Rank: 2.1131300624395526  TF-IDF=(47.24032841272872)
selected			DocID: 2 <TEXT> Freq=(8) Rank: 1.8100473204482104  TF-IDF=(8.788898309344878)
selecting			DocID: 2 <TEXT> Freq=(7) Rank: 1.7656015886501544  TF-IDF=(7.690286020676768)
selection			DocID: 2 <TEXT> Freq=(12) Rank: 1.9229991384045582  TF-IDF=(13.183347464017316)
select “fall/winter 2019-20”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
self			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
self-service			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
sent			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
september			DocID: 2 <TEXT> Freq=(7) Rank: 1.7656015886501544  TF-IDF=(7.690286020676768)
sequence			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
service			DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(10) Rank: 0.0  TF-IDF=(0.0)
services			DocID: 0 <TEXT> Freq=(13) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(12) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(13) Rank: 0.0  TF-IDF=(0.0)
sessions			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
set			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
set-up			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
sets			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
setting			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
sgw			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
share			DocID: 0 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0)
sherbrooke			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
show			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
shown			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
shows			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
shuttle			DocID: 0 <TEXT> Freq=(5) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0)
similar			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
sir			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
situation			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
skill			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
skills			DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644), DocID: 2 <TEXT> Freq=(1) Rank: 0.29909983109512334  TF-IDF=(0.4054651081081644)
small			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
social			DocID: 0 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(1) Rank: 0.0  TF-IDF=(0.0)
societal			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
spaces			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
speak			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
specific			DocID: 2 <TEXT> Freq=(14) Rank: 1.9579073327332686  TF-IDF=(15.380572041353537)
speech			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
spirituality			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
split			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
sports			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
spotlights			DocID: 0 <TEXT> Freq=(4) Rank: 1.8776992403180521  TF-IDF=(4.394449154672439)
staff			DocID: 0 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(3) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(5) Rank: 0.0  TF-IDF=(0.0)
standing			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
start			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
start/end			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
starting			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
stated			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
states:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
stating			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
status			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
stay			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
step			DocID: 2 <TEXT> Freq=(20) Rank: 2.024043754933743  TF-IDF=(21.972245773362197)
steps			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
still			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
stop			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
stores			DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0)
strategic			DocID: 0 <TEXT> Freq=(3) Rank: 1.7908876065351076  TF-IDF=(3.295836866004329)
street			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0)
streets			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
strongly			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
student			DocID: 0 <TEXT> Freq=(12) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(6) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(53) Rank: 0.0  TF-IDF=(0.0)
students			DocID: 0 <TEXT> Freq=(10) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(5) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(35) Rank: 0.0  TF-IDF=(0.0)
students:			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
students: if			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
students to			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
studies			DocID: 0 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(5) Rank: 0.0  TF-IDF=(0.0)
study			DocID: 0 <TEXT> Freq=(9) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(4) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(9) Rank: 0.0  TF-IDF=(0.0)
subject			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
subjects			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
subject’			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
subject”			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
succeed			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
success			DocID: 0 <TEXT> Freq=(2) Rank: 0.6050196097179417  TF-IDF=(0.8109302162163288), DocID: 2 <TEXT> Freq=(1) Rank: 0.29909983109512334  TF-IDF=(0.4054651081081644)
successful			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
successfully			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
suits			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
summary			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
summer			DocID: 2 <TEXT> Freq=(7) Rank: 0.6516310134177387  TF-IDF=(2.8382557567571505), DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644)
support			DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644), DocID: 2 <TEXT> Freq=(1) Rank: 0.29909983109512334  TF-IDF=(0.4054651081081644)
sustainability			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
swap			DocID: 2 <TEXT> Freq=(29) Rank: 2.07479480265788  TF-IDF=(31.859756371375184)
swapped			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
swapping			DocID: 2 <TEXT> Freq=(7) Rank: 1.7656015886501544  TF-IDF=(7.690286020676768)
synthetic			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
system			DocID: 2 <TEXT> Freq=(15) Rank: 1.9722280715012797  TF-IDF=(16.479184330021646)
tab			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
table			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
tackle			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
tackling			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
take			DocID: 2 <TEXT> Freq=(8) Rank: 1.8100473204482104  TF-IDF=(8.788898309344878)
taken			DocID: 2 <TEXT> Freq=(4) Rank: 1.538878515702723  TF-IDF=(4.394449154672439)
takes			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
taking			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
taught			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
teaching			DocID: 0 <TEXT> Freq=(2) Rank: 1.6393074640198133  TF-IDF=(2.1972245773362196)
team			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
technical			DocID: 2 <TEXT> Freq=(2) Rank: 1.1840931721642358  TF-IDF=(2.1972245773362196)
technology			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
telephone			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
tells			DocID: 0 <TEXT> Freq=(1) Rank: 0.48250293651058473  TF-IDF=(0.4054651081081644), DocID: 2 <TEXT> Freq=(1) Rank: 0.29909983109512334  TF-IDF=(0.4054651081081644)
term			DocID: 2 <TEXT> Freq=(45) Rank: 2.116730674291381  TF-IDF=(49.43755299006494)
term s			DocID: 2 <TEXT> Freq=(3) Rank: 1.3991389509868126  TF-IDF=(3.295836866004329)
term s   for			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
term  			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
terms			DocID: 0 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 1 <TEXT> Freq=(2) Rank: 0.0  TF-IDF=(0.0), DocID: 2 <TEXT> Freq=(10) Rank: 0.0  TF-IDF=(0.0)
term”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
test			DocID: 0 <TEXT> Freq=(2) Rank: 0.6050196097179417  TF-IDF=(0.8109302162163288), DocID: 2 <TEXT> Freq=(2) Rank: 0.43701355884500914  TF-IDF=(0.8109302162163288)
therefore			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
thesis			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
thousands			DocID: 0 <TEXT> Freq=(1) Rank: 1.3073471545856634  TF-IDF=(1.0986122886681098)
three			DocID: 2 <TEXT> Freq=(5) Rank: 1.6369746139538217  TF-IDF=(5.493061443340549)
tick			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
ticket			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
ticket;			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
time			DocID: 2 <TEXT> Freq=(11) Rank: 1.9014256706551391  TF-IDF=(12.084735175349207)
times			DocID: 2 <TEXT> Freq=(6) Rank: 1.7096283320669403  TF-IDF=(6.591673732008658)
times”			DocID: 2 <TEXT> Freq=(1) Rank: 0.8104143695935497  TF-IDF=(1.0986122886681098)
